"listGender","listGenderTreatment","directGender","attentionCheck","gender","education","age","ageGroup","selfPlacement","motherTongue","region","weight"
2,0,1,1,"Man","College",63,"50-64",5,"Other language","Quebec",1.61451458994266e-05
1,1,1,1,"Man","College",50,"50-64",6,"French","Quebec",2.21834473923543e-05
4,1,1,1,"Man","High school or below",18,"18-29",7,"French","Quebec",6.07559949424852e-05
1,0,1,1,"Woman","College",25,"18-29",9,"French","Quebec",4.33082215146596e-05
2,1,1,1,"Woman","University degree",37,"30-39",6,"English","West",4.84166657143126e-05
0,0,1,1,"Man","University degree",72,"65+",6,"French","Atlantic",4.3446706292638e-05
2,1,1,1,"Woman","College",47,"40-49",6,"Other language","Quebec",4.5068089385758e-05
2,1,1,1,"Man","College",26,"18-29",5,"English","West",2.34164665824377e-05
2,1,1,1,"Man","College",77,"65+",1,"English","West",5.31597650872406e-05
2,0,1,1,"Woman","University degree",41,"40-49",8,"Other language","Ontario",6.50352259439213e-05
3,1,1,1,"Woman","University degree",40,"40-49",8,"English","Atlantic",5.39319417591777e-05
3,1,1,1,"Man","College",47,"40-49",5,"English","Ontario",6.32399287929797e-05
3,1,1,1,"Man","College",78,"65+",5,"English","West",2.01838696973766e-05
1,0,1,1,"Man","University degree",55,"50-64",8,"Other language","West",1.42085803097602e-05
2,0,1,1,"Woman","University degree",41,"40-49",9,"Other language","Quebec",1.47541219817082e-05
1,0,1,1,"Man","High school or below",77,"65+",4,"Other language","Quebec",3.27493018249525e-05
1,1,1,1,"Man","College",31,"30-39",8,"English","Ontario",3.75386019491053e-05
2,1,0,1,"Man","University degree",25,"18-29",2,"English","West",1.90194844421621e-05
3,1,1,1,"Man","University degree",78,"65+",8,"English","West",6.87154875000928e-06
3,1,1,1,"Woman","High school or below",57,"50-64",7,"French","Quebec",0.000126511325320489
1,0,1,1,"Man","University degree",40,"40-49",5,"English","Quebec",9.62818424643519e-06
2,1,1,1,"Man","University degree",49,"40-49",7,"English","Ontario",2.04911272528863e-05
2,0,1,1,"Woman","University degree",24,"18-29",7,"Other language","Quebec",8.35216268990635e-06
2,0,1,1,"Woman","University degree",29,"18-29",9,"English","Ontario",2.37518166750217e-05
1,0,1,1,"Woman","University degree",30,"30-39",8,"French","Quebec",1.7626468244214e-05
2,0,1,1,"Woman","University degree",23,"18-29",8,"French","Quebec",1.69837622303604e-05
2,0,1,1,"Woman","University degree",26,"18-29",5,"French","Quebec",1.38891312823075e-05
1,1,1,1,"Woman","University degree",19,"18-29",10,"French","Quebec",1.38891312823075e-05
3,1,1,1,"Woman","University degree",23,"18-29",7,"French","West",4.61283728505624e-05
2,1,1,1,"Man","University degree",70,"65+",6,"Other language","Quebec",3.77095907044822e-06
3,1,1,1,"Man","University degree",60,"50-64",8,"French","Quebec",8.6994658932138e-06
0,0,1,1,"Man","University degree",46,"40-49",5,"French","Quebec",1.465220272856e-05
2,1,1,1,"Woman","High school or below",22,"18-29",7,"English","West",0.000134924704295214
2,1,1,1,"Man","College",60,"50-64",5,"English","West",2.43083630319108e-05
3,1,1,1,"Man","University degree",65,"65+",8,"English","Ontario",8.76982420328076e-06
1,0,1,1,"Man","University degree",44,"40-49",4,"English","West",1.26259713914001e-05
2,0,1,1,"Woman","University degree",45,"40-49",8,"French","Quebec",2.45351946278616e-05
3,0,1,1,"Man","University degree",54,"50-64",2,"French","Ontario",3.83466891933359e-05
3,1,1,1,"Woman","College",51,"50-64",9,"French","Quebec",4.49577636805198e-05
2,0,0,1,"Woman","College",39,"30-39",1,"English","West",0.000149424014324606
3,1,1,1,"Man","High school or below",61,"50-64",10,"English","Ontario",8.82036219920224e-05
2,0,1,1,"Man","College",32,"30-39",3,"English","West",3.55984355120409e-05
3,0,1,1,"Man","High school or below",23,"18-29",2,"English","Ontario",0.000212987917875274
1,0,1,1,"Man","University degree",69,"65+",7,"English","Ontario",1.06140214589656e-05
3,0,1,1,"Man","University degree",47,"40-49",2,"English","West",3.32539638449036e-05
2,1,1,1,"Man","High school or below",23,"18-29",7,"English","Ontario",0.000102835044960115
3,1,1,1,"Man","University degree",41,"40-49",6,"English","West",1.32660161282772e-05
1,1,1,1,"Man","University degree",40,"40-49",7,"English","West",1.26259713914001e-05
2,1,1,1,"Woman","University degree",52,"50-64",8,"Other language","Ontario",4.67334020833876e-05
4,0,1,1,"Man","University degree",20,"18-29",5,"English","Ontario",1.17198261779805e-05
2,0,1,1,"Man","High school or below",26,"18-29",3,"English","Ontario",0.000102835044960115
3,1,1,1,"Man","College",41,"40-49",6,"Other language","West",9.39185396396924e-05
3,1,1,1,"Man","University degree",38,"30-39",8,"English","West",9.53051384167125e-06
2,0,1,1,"Man","University degree",39,"30-39",2,"English","Ontario",3.04898629023276e-05
2,0,1,1,"Man","University degree",61,"50-64",4,"English","Ontario",1.21662159575653e-05
2,0,1,1,"Man","University degree",61,"50-64",5,"English","Ontario",1.21662159575653e-05
3,1,1,1,"Man","College",37,"30-39",4,"English","Ontario",9.40981301346122e-05
2,1,1,1,"Man","University degree",33,"30-39",1,"English","West",2.38901686574478e-05
2,0,1,1,"Man","University degree",42,"40-49",7,"English","West",1.26259713914001e-05
2,1,1,1,"Man","College",38,"30-39",3,"Other language","West",0.000139746504048244
3,1,1,1,"Man","High school or below",55,"50-64",7,"English","Ontario",0.000106751870377009
1,1,1,1,"Man","College",33,"30-39",6,"English","West",3.55984355120409e-05
2,0,1,1,"Man","University degree",37,"30-39",7,"English","Ontario",1.21633323142412e-05
0,0,1,1,"Man","College",39,"30-39",5,"English","Atlantic",4.87509000999253e-05
3,1,1,1,"Man","University degree",28,"18-29",7,"English","West",9.18300698582453e-06
2,0,0,1,"Man","University degree",25,"18-29",7,"English","West",9.18300698582453e-06
0,0,1,1,"Man","High school or below",59,"50-64",6,"English","Ontario",0.000106751870377009
2,0,1,1,"Man","College",26,"18-29",2,"English","West",5.8698129534851e-05
3,1,1,1,"Man","University degree",49,"40-49",6,"English","Ontario",2.04911272528863e-05
1,1,0,1,"Man","University degree",27,"18-29",3,"English","Ontario",1.27499372487572e-05
2,0,1,1,"Man","University degree",38,"30-39",7,"English","Ontario",1.21633323142412e-05
3,1,1,1,"Man","University degree",34,"30-39",10,"English","Atlantic",1.9118164331311e-05
2,1,1,1,"Man","High school or below",38,"30-39",7,"English","West",0.000209623123303193
1,0,1,1,"Man","University degree",42,"40-49",7,"English","West",1.60557129306182e-05
3,1,1,1,"Man","University degree",38,"30-39",5,"English","Atlantic",1.50342371557644e-05
3,1,1,1,"Man","University degree",77,"65+",10,"English","Quebec",2.40793454697741e-06
3,1,1,1,"Man","University degree",49,"40-49",6,"English","Ontario",2.04911272528863e-05
2,0,1,1,"Man","University degree",71,"65+",6,"English","Ontario",1.06140214589656e-05
3,1,1,1,"Man","University degree",51,"50-64",5,"English","Ontario",1.21662159575653e-05
1,1,1,1,"Man","College",49,"40-49",5,"English","Ontario",4.97309297436965e-05
3,1,1,1,"Woman","University degree",68,"65+",6,"English","West",1.3926125157937e-05
3,1,1,1,"Man","College",34,"30-39",7,"English","Ontario",4.54325557035506e-05
3,0,1,1,"Woman","University degree",31,"30-39",8,"English","Ontario",2.98343999812767e-05
3,1,1,1,"Man","University degree",34,"30-39",8,"English","West",9.53051384167125e-06
0,0,1,1,"Man","University degree",30,"30-39",4,"English","Quebec",6.91703841937397e-06
3,0,1,1,"Man","College",59,"50-64",3,"English","West",6.0933849135858e-05
3,1,1,1,"Man","High school or below",36,"30-39",7,"English","Ontario",0.000101577337243142
2,1,1,1,"Woman","University degree",64,"50-64",8,"English","West",1.59626817015646e-05
3,1,1,1,"Man","University degree",48,"40-49",7,"English","Ontario",1.69307726040069e-05
3,1,1,1,"Man","University degree",70,"65+",3,"English","Ontario",1.06140214589656e-05
4,0,1,1,"Man","College",63,"50-64",5,"English","West",6.0933849135858e-05
3,1,1,1,"Man","University degree",62,"50-64",7,"English","West",7.87644403943411e-06
2,1,1,1,"Man","College",55,"50-64",5,"English","Atlantic",4.87624578051626e-05
3,0,1,1,"Man","University degree",34,"30-39",6,"English","Ontario",1.47211468785047e-05
1,0,1,1,"Man","University degree",31,"30-39",5,"English","Ontario",1.47211468785047e-05
0,0,1,1,"Man","University degree",59,"50-64",3,"English","West",1.97439067449734e-05
3,1,1,1,"Man","College",39,"30-39",3,"English","Ontario",9.40981301346122e-05
2,0,1,1,"Man","University degree",30,"30-39",5,"English","West",1.15346757342261e-05
3,1,1,1,"Woman","University degree",69,"65+",9,"English","Ontario",2.15107534915493e-05
2,0,1,1,"Man","College",41,"40-49",10,"English","West",4.09417161369996e-05
2,0,1,1,"Man","College",39,"30-39",7,"English","Ontario",4.54325557035506e-05
3,0,1,1,"Man","College",45,"40-49",7,"English","Ontario",6.32399287929797e-05
1,0,1,1,"Man","High school or below",25,"18-29",9,"English","Ontario",0.000102835044960115
1,1,1,1,"Man","High school or below",77,"65+",6,"English","West",6.02940703999799e-05
3,0,1,1,"Man","University degree",36,"30-39",7,"English","West",9.53051384167125e-06
2,1,1,1,"Man","University degree",38,"30-39",2,"French","Quebec",8.69740394093821e-06
3,1,1,1,"Woman","High school or below",46,"40-49",5,"English","Ontario",0.000364385833447556
2,1,1,1,"Woman","University degree",34,"30-39",7,"English","West",2.33765841988198e-05
3,1,1,1,"Woman","University degree",39,"30-39",7,"English","West",2.33765841988198e-05
2,0,1,1,"Woman","High school or below",43,"40-49",6,"English","Atlantic",0.000473223200701645
3,1,1,1,"Woman","High school or below",21,"18-29",10,"French","Ontario",0.000542750313530238
1,0,1,1,"Woman","University degree",56,"50-64",7,"Other language","Quebec",8.67028345430398e-06
1,0,1,1,"Man","University degree",68,"65+",10,"French","Atlantic",3.58977959364903e-05
2,1,1,1,"Woman","University degree",43,"40-49",8,"French","Quebec",2.45351946278616e-05
3,0,1,1,"Woman","University degree",40,"40-49",8,"Other language","Quebec",1.47541219817082e-05
3,1,1,1,"Woman","University degree",29,"18-29",6,"French","Quebec",1.40328158979575e-05
3,0,1,1,"Woman","University degree",48,"40-49",4,"French","Quebec",2.9694675314329e-05
2,0,1,1,"Woman","College",62,"50-64",5,"French","Quebec",5.44118852772169e-05
3,1,1,1,"Man","College",38,"30-39",3,"French","Quebec",6.7284969835768e-05
2,0,1,1,"Man","College",54,"50-64",4,"French","Quebec",2.19563069427942e-05
3,0,1,1,"Man","University degree",35,"30-39",3,"French","Ontario",4.63995745175749e-05
2,0,1,1,"Man","University degree",33,"30-39",3,"French","Quebec",2.18018094806371e-05
3,1,1,1,"Man","University degree",38,"30-39",2,"Other language","Quebec",6.32998348215619e-06
0,0,1,1,"Man","College",57,"50-64",7,"Other language","Ontario",7.11667703959806e-05
2,0,1,1,"Man","University degree",31,"30-39",7,"Other language","Quebec",6.32998348215619e-06
1,0,1,1,"Man","College",21,"18-29",6,"French","Quebec",2.58632894936106e-05
1,0,1,1,"Man","High school or below",42,"40-49",3,"French","Quebec",0.000105139055798009
3,1,1,1,"Man","University degree",52,"50-64",4,"French","Quebec",7.18792465614904e-06
1,0,1,1,"Man","University degree",41,"40-49",7,"English","West",1.60557129306182e-05
1,0,1,1,"Man","College",54,"50-64",10,"Other language","Quebec",1.33399100258336e-05
1,0,1,1,"Man","College",24,"18-29",3,"English","West",5.8698129534851e-05
0,0,1,1,"Man","College",41,"40-49",1,"French","Quebec",3.73627958776268e-05
3,1,1,1,"Woman","University degree",37,"30-39",7,"Other language","West",3.66090275710773e-05
2,0,1,1,"Man","High school or below",56,"50-64",3,"Other language","Quebec",3.7926900321561e-05
1,1,1,1,"Man","University degree",43,"40-49",2,"Other language","Quebec",1.82490645342925e-05
2,1,1,1,"Woman","College",61,"50-64",3,"French","Quebec",4.49577636805198e-05
1,0,1,1,"Woman","University degree",61,"50-64",7,"French","Quebec",1.76306470700549e-05
4,1,1,1,"Woman","University degree",71,"65+",7,"Other language","Quebec",9.2494637419227e-06
2,0,1,1,"Woman","University degree",62,"50-64",6,"French","Quebec",1.4567303824764e-05
4,1,1,1,"Woman","College",64,"50-64",8,"French","Quebec",4.49577636805198e-05
2,0,1,1,"Woman","University degree",61,"50-64",8,"French","Quebec",1.76306470700549e-05
3,1,1,1,"Woman","High school or below",59,"50-64",7,"Other language","Quebec",7.68640054735759e-05
2,1,1,1,"Woman","College",62,"50-64",5,"French","Quebec",5.44118852772169e-05
3,0,1,1,"Woman","High school or below",68,"65+",5,"Other language","Quebec",6.63709001627044e-05
1,0,1,1,"Woman","University degree",63,"50-64",5,"French","Quebec",1.4567303824764e-05
0,0,1,1,"Man","University degree",52,"50-64",2,"French","Quebec",7.18792465614904e-06
3,1,1,1,"Man","University degree",41,"40-49",2,"Other language","Quebec",1.82490645342925e-05
4,0,1,1,"Man","High school or below",19,"18-29",6,"Other language","Quebec",3.47726091939338e-05
1,0,1,1,"Woman","University degree",38,"30-39",4,"Other language","Quebec",1.28285697196251e-05
3,0,1,1,"Man","University degree",50,"50-64",4,"French","Quebec",8.6994658932138e-06
2,1,1,1,"Man","High school or below",61,"50-64",8,"Other language","Quebec",3.7926900321561e-05
2,0,1,1,"Man","College",63,"50-64",4,"French","Quebec",2.68483815865084e-05
2,1,1,1,"Man","High school or below",43,"40-49",7,"Other language","Quebec",6.32248685129566e-05
3,1,1,1,"Man","University degree",52,"50-64",7,"French","Quebec",7.11432615685403e-06
2,0,1,1,"Woman","University degree",36,"30-39",7,"English","Quebec",6.76833777679686e-06
1,0,1,1,"Woman","University degree",30,"30-39",6,"English","West",2.33765841988198e-05
3,0,1,1,"Woman","College",61,"50-64",7,"English","Ontario",7.60951022819034e-05
2,0,1,1,"Woman","University degree",64,"50-64",7,"English","Ontario",2.46564860830745e-05
3,1,1,1,"Woman","University degree",21,"18-29",8,"English","Ontario",1.96249138514348e-05
1,1,0,1,"Woman","University degree",27,"18-29",0,"English","Ontario",4.91938325239971e-05
2,1,1,1,"Woman","University degree",27,"18-29",7,"English","West",1.86106086507154e-05
4,1,1,1,"Woman","College",32,"30-39",9,"English","Ontario",9.20752336908137e-05
2,1,1,1,"Woman","University degree",38,"30-39",8,"English","West",1.93148784077835e-05
2,0,1,1,"Woman","University degree",41,"40-49",6,"Other language","Quebec",1.46030517788054e-05
2,1,1,1,"Woman","University degree",36,"30-39",6,"English","Ontario",2.98343999812767e-05
4,1,1,1,"Woman","University degree",35,"30-39",7,"Other language","Quebec",1.05995924029045e-05
2,1,1,1,"Woman","University degree",34,"30-39",7,"English","Ontario",2.98343999812767e-05
2,1,1,1,"Woman","University degree",32,"30-39",8,"English","Ontario",2.46506419888659e-05
2,0,1,1,"Woman","University degree",40,"40-49",8,"French","Quebec",2.45351946278616e-05
2,1,1,1,"Woman","University degree",34,"30-39",7,"English","Ontario",2.98343999812767e-05
1,0,1,1,"Woman","University degree",43,"40-49",2,"English","West",3.2539079020788e-05
3,1,1,1,"Woman","College",54,"50-64",6,"French","Quebec",5.44118852772169e-05
3,1,1,1,"Woman","University degree",30,"30-39",8,"Other language","Quebec",1.04910612021003e-05
2,0,1,1,"Woman","University degree",42,"40-49",7,"English","Ontario",4.15280474800328e-05
1,0,1,1,"Woman","College",34,"30-39",8,"English","West",7.21450558532899e-05
3,1,1,1,"Woman","University degree",52,"50-64",7,"English","Ontario",2.46564860830745e-05
3,0,1,1,"Woman","University degree",35,"30-39",7,"English","Ontario",2.98343999812767e-05
3,1,1,1,"Woman","University degree",36,"30-39",5,"English","Ontario",6.17918408606366e-05
2,0,1,1,"Woman","University degree",47,"40-49",8,"French","Quebec",2.45351946278616e-05
3,1,1,1,"Woman","University degree",25,"18-29",8,"English","West",1.53769960625771e-05
2,0,1,1,"Man","High school or below",19,"18-29",9,"English","Quebec",1.92759941141096e-05
3,1,1,1,"Man","College",27,"18-29",8,"French","Ontario",0.000114003725735334
2,0,1,1,"Man","University degree",38,"30-39",2,"Other language","Quebec",5.23014227582497e-06
3,1,1,1,"Man","College",21,"18-29",7,"French","Quebec",2.58632894936106e-05
3,0,1,1,"Man","University degree",32,"30-39",3,"Other language","Ontario",2.30541326041722e-05
1,0,1,1,"Man","University degree",33,"30-39",8,"English","Ontario",1.21633323142412e-05
1,0,1,1,"Man","High school or below",28,"18-29",6,"English","Quebec",1.92759941141096e-05
1,0,1,1,"Man","University degree",32,"30-39",4,"English","Ontario",1.47211468785047e-05
2,0,1,1,"Man","College",39,"30-39",0,"English","Atlantic",0.000122204032744766
2,0,1,1,"Man","College",40,"40-49",5,"English","West",4.95513072521492e-05
4,1,1,1,"Man","University degree",32,"30-39",9,"English","West",9.07069567446239e-06
3,0,1,1,"Man","University degree",35,"30-39",6,"English","Ontario",1.47211468785047e-05
3,1,1,1,"Man","High school or below",52,"50-64",5,"Other language","Quebec",9.50714788712226e-05
1,0,1,1,"Woman","College",42,"40-49",5,"English","West",0.000100422442107173
2,0,1,1,"Woman","High school or below",18,"18-29",7,"English","West",0.000134924704295214
2,0,1,1,"Woman","University degree",30,"30-39",8,"French","Quebec",1.7626468244214e-05
1,0,1,1,"Man","University degree",52,"50-64",7,"English","Ontario",1.00523232952066e-05
4,1,1,1,"Woman","College",61,"50-64",7,"English","Atlantic",9.88237317539609e-05
3,0,1,1,"Man","College",33,"30-39",6,"English","West",3.55984355120409e-05
1,0,1,1,"Woman","University degree",64,"50-64",8,"Other language","Ontario",4.67334020833876e-05
2,0,1,1,"Man","University degree",60,"50-64",7,"Other language","Quebec",4.27816601933362e-06
